Date,HomeTeam,AwayTeam,BetOn,BetTeam,ModelProb,ImpProb,Edge,Odds,Stake,Won,PnL,Bankroll,Strategy,OddsBucket
2002-08-17,Blackburn,Sunderland,H,Blackburn,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,0,-100.0,9900.0,flat,1.50–1.99
2002-08-17,Blackburn,Sunderland,A,Sunderland,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9800.0,flat,2.00–2.99
2002-08-17,Charlton,Chelsea,H,Charlton,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,0,-100.0,9700.0,flat,1.50–1.99
2002-08-17,Charlton,Chelsea,A,Chelsea,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,1,126.7797237643685,9826.779723764368,flat,2.00–2.99
2002-08-17,Everton,Tottenham,H,Everton,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,0,-100.0,9726.779723764368,flat,1.50–1.99
2002-08-17,Everton,Tottenham,A,Tottenham,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9626.779723764368,flat,2.00–2.99
2002-08-17,Fulham,Bolton,H,Fulham,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,1,95.53231341414035,9722.312037178508,flat,1.50–1.99
2002-08-17,Fulham,Bolton,A,Bolton,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9622.312037178508,flat,2.00–2.99
2002-08-17,Leeds,Man City,H,Leeds,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,1,95.53231341414035,9717.844350592648,flat,1.50–1.99
2002-08-17,Leeds,Man City,A,Man City,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9617.844350592648,flat,2.00–2.99
2002-08-17,Man United,West Brom,H,Man United,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,1,95.53231341414035,9713.376664006788,flat,1.50–1.99
2002-08-17,Man United,West Brom,A,West Brom,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9613.376664006788,flat,2.00–2.99
2002-08-17,Southampton,Middlesbrough,H,Southampton,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,0,-100.0,9513.376664006788,flat,1.50–1.99
2002-08-17,Southampton,Middlesbrough,A,Middlesbrough,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9413.376664006788,flat,2.00–2.99
2002-08-18,Arsenal,Birmingham,H,Arsenal,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,1,95.53231341414035,9508.908977420928,flat,1.50–1.99
2002-08-18,Arsenal,Birmingham,A,Birmingham,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9408.908977420928,flat,2.00–2.99
2002-08-18,Aston Villa,Liverpool,H,Aston Villa,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,0,-100.0,9308.908977420928,flat,1.50–1.99
2002-08-18,Aston Villa,Liverpool,A,Liverpool,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,1,126.7797237643685,9435.688701185296,flat,2.00–2.99
2002-08-19,Newcastle,West Ham,H,Newcastle,0.5369956411123129,0.5114244201069647,0.025571221005348255,1.9553231341414035,100,1,95.53231341414035,9531.221014599436,flat,1.50–1.99
2002-08-19,Newcastle,West Ham,A,West Ham,0.4630043561967578,0.44095652971119786,0.022047826485559918,2.267797237643685,100,0,-100.0,9431.221014599436,flat,2.00–2.99
2002-08-23,Chelsea,Man United,H,Chelsea,0.5387813819152876,0.5131251256336072,0.025656256281680334,1.948842397388355,100,0,-100.0,9331.221014599436,flat,1.50–1.99
2002-08-23,Chelsea,Man United,A,Man United,0.4612186154050475,0.4392558241952833,0.021962791209764188,2.276577668223296,100,0,-100.0,9231.221014599436,flat,2.00–2.99
2002-08-24,Man City,Newcastle,H,Man City,0.5237793193427246,0.498837446993071,0.024941872349653615,2.0046610494618506,100,1,100.46610494618507,9331.68711954562,flat,2.00–2.99
2002-08-24,Man City,Newcastle,A,Newcastle,0.4762206779816532,0.4535435028396697,0.022677175141983474,2.204860159475167,100,0,-100.0,9231.68711954562,flat,2.00–2.99
2002-08-24,West Ham,Arsenal,H,West Ham,0.5244820485825464,0.49950671293575843,0.024975335646788,2.0019750968364063,100,0,-100.0,9131.68711954562,flat,2.00–2.99
2002-08-24,West Ham,Arsenal,A,Arsenal,0.4755179487357222,0.452874236891164,0.022643711844558156,2.2081185427209955,100,0,-100.0,9031.68711954562,flat,2.00–2.99
2002-08-24,West Brom,Leeds,H,West Brom,0.5259498369370407,0.5009046066067054,0.025045230330335233,1.996388108255448,100,0,-100.0,8931.68711954562,flat,1.50–1.99
2002-08-24,West Brom,Leeds,A,Leeds,0.4740501603684675,0.4514763432080643,0.022573817160403187,2.214955478938897,100,1,121.49554789388972,9053.18266743951,flat,2.00–2.99
2002-08-24,Tottenham,Aston Villa,H,Tottenham,0.5444599951007805,0.51853332866741,0.025926666433370493,1.928516345458298,100,1,92.85163454582981,9146.03430198534,flat,1.50–1.99
2002-08-24,Tottenham,Aston Villa,A,Aston Villa,0.4555400022129596,0.43384762115519954,0.021692381057760057,2.304956743423682,100,0,-100.0,9046.03430198534,flat,2.00–2.99
2002-08-24,Liverpool,Southampton,H,Liverpool,0.5444624405429546,0.5185356576599567,0.02592678288299788,1.9285076835656616,100,1,92.85076835656616,9138.885070341907,flat,1.50–1.99
2002-08-24,Liverpool,Southampton,A,Southampton,0.4555375567438345,0.4338452921369852,0.02169226460684931,2.304969117157674,100,0,-100.0,9038.885070341907,flat,2.00–2.99
2002-08-24,Bolton,Charlton,H,Bolton,0.5373352261526403,0.511747834431086,0.02558739172155433,1.954087409303271,100,0,-100.0,8938.885070341907,flat,1.50–1.99
2002-08-24,Bolton,Charlton,A,Charlton,0.4626647711936157,0.4406331154224912,0.022031655771124536,2.2694617471979437,100,1,126.94617471979437,9065.831245061701,flat,2.00–2.99
2002-08-24,Birmingham,Blackburn,H,Birmingham,0.5323740574404204,0.5070229118480195,0.025351145592400925,1.972297457633928,100,0,-100.0,8965.831245061701,flat,1.50–1.99
2002-08-24,Birmingham,Blackburn,A,Blackburn,0.4676259398523412,0.4453580379546106,0.02226790189773059,2.245384420572458,100,1,124.53844205724577,9090.369687118948,flat,2.00–2.99
2002-08-24,Middlesbrough,Fulham,H,Middlesbrough,0.5316594766601108,0.5063423587239151,0.025317117936195732,1.974948338353919,100,0,-100.0,8990.369687118948,flat,1.50–1.99
